added_iso,country_code,device_type,document_referrer,duration_seconds,is_unique,path,utm_source
2021-01-22T10:00:00.000Z,NL,mobile,,10,false,/,
2021-01-22T10:00:00.000Z,NL,mobile,,10,false,/,
2021-01-22T10:00:00.000Z,NL,mobile,,10,false,/,
2021-01-22T10:00:00.000Z,NL,desktop,,6,false,/,
2021-01-22T10:00:00.000Z,NL,desktop,,6,false,/,
2021-01-22T10:00:00.000Z,NL,mobile,,10,true,/,
2021-01-22T10:00:00.000Z,NL,mobile,,10,false,/,
2021-01-22T10:00:00.000Z,NL,mobile,,10,false,/,
2021-01-22T10:00:00.000Z,NL,mobile,,10,false,/,
2021-01-22T10:00:00.000Z,NL,desktop,,6,false,/,
2021-01-22T10:00:00.000Z,NL,mobile,,10,true,/,
2021-01-22T10:00:00.000Z,NL,mobile,,10,false,/,
2021-01-22T10:00:00.000Z,NL,mobile,,10,false,/,
2021-01-22T10:00:00.000Z,NL,mobile,,10,false,/,
2021-01-22T10:00:00.000Z,NL,desktop,,6,true,/,
2021-01-22T11:00:00.000Z,NL,desktop,,19,false,/,
2021-01-22T11:00:00.000Z,NL,desktop,,7,false,/,
2021-01-22T11:00:00.000Z,NL,desktop,,19,true,/,
2021-01-22T11:00:00.000Z,NL,desktop,,7,true,/,
2021-01-22T11:00:00.000Z,NL,desktop,,7,false,/,
2021-01-22T11:00:00.000Z,NL,desktop,,7,false,/,
2021-01-22T12:00:00.000Z,NL,mobile,,6,true,/,
2021-01-22T12:00:00.000Z,NL,mobile,,6,false,/,
2021-01-22T12:00:00.000Z,NL,mobile,,6,false,/,
2021-01-22T12:00:00.000Z,NL,mobile,,6,false,/,
2021-01-22T12:00:00.000Z,NL,mobile,,6,false,/,
2021-01-22T12:00:00.000Z,NL,mobile,,6,false,/,
2021-01-22T12:00:00.000Z,NL,mobile,,6,false,/,
2021-01-22T12:00:00.000Z,NL,mobile,,6,false,/,
2021-01-22T12:00:00.000Z,NL,mobile,,6,true,/,
2021-01-22T12:00:00.000Z,NL,mobile,,6,true,/,
2021-01-22T12:00:00.000Z,NL,mobile,,6,false,/,
2021-01-22T12:00:00.000Z,NL,mobile,,6,false,/,
2021-01-22T12:00:00.000Z,NL,mobile,,6,false,/,
2021-01-22T12:00:00.000Z,NL,mobile,,6,false,/,
2021-01-22T12:00:00.000Z,NL,mobile,,1,false,/,
2021-01-22T12:00:00.000Z,NL,mobile,,6,true,/,
2021-01-22T12:00:00.000Z,NL,mobile,,6,true,/,
2021-01-22T12:00:00.000Z,NL,mobile,,6,false,/,
2021-01-22T12:00:00.000Z,NL,mobile,,6,false,/,
2021-01-22T12:00:00.000Z,NL,mobile,,6,false,/,
2021-01-22T12:00:00.000Z,NL,mobile,,1,true,/,
2021-01-22T12:00:00.000Z,NL,mobile,,1,false,/,
2021-01-22T12:00:00.000Z,NL,mobile,,1,false,/,
2021-01-22T13:00:00.000Z,NL,desktop,,1,true,/,
2021-01-22T13:00:00.000Z,NL,mobile,,9,true,/,
2021-01-22T13:00:00.000Z,NL,desktop,,1,false,/,
2021-01-22T13:00:00.000Z,NL,mobile,,9,false,/,
2021-01-22T14:00:00.000Z,NL,mobile,,1,true,/,
2021-01-22T14:00:00.000Z,NL,mobile,,1,false,/,
2021-01-22T14:00:00.000Z,NL,mobile,,1,false,/,
2021-01-22T14:00:00.000Z,NL,mobile,,1,true,/,
2021-01-22T14:00:00.000Z,NL,mobile,,1,false,/,
2021-01-22T14:00:00.000Z,NL,mobile,,1,false,/,
2021-01-22T14:00:00.000Z,NL,mobile,,1,false,/,
2021-01-22T15:00:00.000Z,NL,desktop,,,true,/,
2021-01-22T16:00:00.000Z,NL,mobile,,,true,/,
2021-01-22T16:00:00.000Z,NL,mobile,,,true,/,
2021-01-22T17:00:00.000Z,NL,mobile,,6,true,/,
2021-01-22T17:00:00.000Z,NL,mobile,,6,false,/,
2021-01-22T18:00:00.000Z,NL,desktop,,,false,/,
2021-01-22T18:00:00.000Z,NL,desktop,,,true,/,
2021-01-22T18:00:00.000Z,NL,desktop,,,false,/,
2021-01-22T18:00:00.000Z,NL,desktop,,,false,/,
2021-01-22T22:00:00.000Z,US,desktop,,,true,/,
2021-01-22T22:00:00.000Z,US,desktop,,,true,/,
2021-01-22T22:00:00.000Z,US,desktop,,,true,/,
2021-01-23T04:00:00.000Z,NL,desktop,,,true,/,
2021-01-23T13:00:00.000Z,NL,desktop,,8,false,/,
2021-01-23T13:00:00.000Z,NL,desktop,,8,false,/,
2021-01-23T13:00:00.000Z,NL,mobile,,10,false,/,
2021-01-23T13:00:00.000Z,NL,mobile,,10,false,/,
2021-01-23T13:00:00.000Z,NL,desktop,,8,true,/,
2021-01-23T13:00:00.000Z,NL,desktop,,8,false,/,
2021-01-23T13:00:00.000Z,NL,desktop,,8,false,/,
2021-01-23T13:00:00.000Z,NL,desktop,,8,false,/,
2021-01-23T13:00:00.000Z,NL,mobile,,10,true,/,
2021-01-23T14:00:00.000Z,NL,desktop,,,true,/,
2021-01-23T15:00:00.000Z,NL,mobile,,,true,/,
2021-01-23T17:00:00.000Z,NL,desktop,,7,false,/,
2021-01-23T17:00:00.000Z,NL,desktop,,7,true,/,
2021-01-23T20:00:00.000Z,NL,mobile,,1,true,/,
2021-01-23T20:00:00.000Z,NL,mobile,,1,false,/,
2021-01-23T20:00:00.000Z,NL,mobile,,1,true,/,
2021-01-23T21:00:00.000Z,NL,mobile,,,true,/,
2021-01-24T05:00:00.000Z,NL,desktop,,,true,/,
2021-01-24T07:00:00.000Z,NL,mobile,,,true,/,
2021-01-24T09:00:00.000Z,NL,desktop,,1,true,/,
2021-01-24T09:00:00.000Z,NL,desktop,,1,false,/,
2021-01-24T11:00:00.000Z,NL,mobile,,2,false,/,
2021-01-24T11:00:00.000Z,NL,mobile,,2,false,/,
2021-01-24T11:00:00.000Z,NL,mobile,,2,false,/,
2021-01-24T11:00:00.000Z,NL,mobile,,2,false,/,
2021-01-24T11:00:00.000Z,NL,mobile,,2,true,/,
2021-01-24T11:00:00.000Z,NL,mobile,,2,false,/,
2021-01-24T11:00:00.000Z,NL,mobile,,2,false,/,
2021-01-24T11:00:00.000Z,NL,mobile,,2,false,/,
2021-01-24T11:00:00.000Z,NL,mobile,,2,false,/,
2021-01-24T11:00:00.000Z,NL,mobile,,2,false,/,
2021-01-24T11:00:00.000Z,NL,mobile,,2,false,/,
2021-01-24T11:00:00.000Z,NL,desktop,,,true,/,
2021-01-24T12:00:00.000Z,NL,mobile,,,false,/,
2021-01-24T12:00:00.000Z,NL,mobile,,,false,/,
2021-01-24T12:00:00.000Z,NL,desktop,,,false,/,
2021-01-24T12:00:00.000Z,NL,mobile,,,true,/,
2021-01-24T12:00:00.000Z,NL,desktop,,,true,/,
2021-01-24T12:00:00.000Z,NL,desktop,,,false,/,
2021-01-24T12:00:00.000Z,NL,mobile,,,false,/,
2021-01-24T13:00:00.000Z,NL,desktop,,48,true,/,
2021-01-24T13:00:00.000Z,NL,desktop,,48,false,/,
2021-01-24T13:00:00.000Z,NL,desktop,,48,false,/,
2021-01-24T13:00:00.000Z,NL,mobile,,,true,/,
2021-01-24T13:00:00.000Z,NL,mobile,,,true,/,
2021-01-24T13:00:00.000Z,NL,mobile,,,true,/,
2021-01-24T13:00:00.000Z,NL,desktop,,48,false,/,
2021-01-24T13:00:00.000Z,NL,desktop,,,true,/,
2021-01-24T14:00:00.000Z,NL,mobile,,10,false,/,
2021-01-24T14:00:00.000Z,NL,mobile,,,true,/,
2021-01-24T14:00:00.000Z,NL,mobile,,10,false,/,
2021-01-24T14:00:00.000Z,NL,mobile,,10,true,/,
2021-01-24T14:00:00.000Z,NL,mobile,,,true,/,
2021-01-24T14:00:00.000Z,NL,mobile,,,true,/,
2021-01-24T14:00:00.000Z,NL,mobile,,,true,/,
2021-01-24T15:00:00.000Z,NL,desktop,,,true,/,
2021-01-24T15:00:00.000Z,NL,desktop,,,false,/,
2021-01-24T15:00:00.000Z,NL,mobile,,7,false,/,
2021-01-24T15:00:00.000Z,NL,desktop,,,false,/,
2021-01-24T15:00:00.000Z,NL,mobile,,2,true,/,
2021-01-24T15:00:00.000Z,NL,mobile,,2,false,/,
2021-01-24T15:00:00.000Z,NL,mobile,,2,false,/,
2021-01-24T15:00:00.000Z,NL,mobile,,7,false,/,
2021-01-24T15:00:00.000Z,NL,mobile,,5,true,/,
2021-01-24T15:00:00.000Z,NL,mobile,,7,true,/,
2021-01-24T15:00:00.000Z,NL,mobile,,5,false,/,
2021-01-24T15:00:00.000Z,NL,mobile,,,true,/,
2021-01-24T16:00:00.000Z,NL,mobile,,7,true,/,
2021-01-24T16:00:00.000Z,NL,mobile,,7,true,/,
2021-01-24T16:00:00.000Z,NL,mobile,,,true,/,
2021-01-24T16:00:00.000Z,NL,mobile,,7,false,/,
2021-01-24T17:00:00.000Z,NL,mobile,,,true,/,
2021-01-24T17:00:00.000Z,NL,mobile,,,true,/,
2021-01-24T18:00:00.000Z,NL,mobile,,12,true,/,
2021-01-24T18:00:00.000Z,NL,mobile,,12,false,/,
2021-01-24T18:00:00.000Z,NL,mobile,,12,false,/,
2021-01-24T18:00:00.000Z,CA,desktop,,,true,/,
2021-01-24T18:00:00.000Z,NL,mobile,,10,true,/,
2021-01-24T18:00:00.000Z,NL,mobile,,10,false,/,
2021-01-24T18:00:00.000Z,NL,mobile,,12,true,/,
2021-01-24T18:00:00.000Z,NL,mobile,,12,false,/,
2021-01-24T18:00:00.000Z,NL,mobile,,12,false,/,
2021-01-24T18:00:00.000Z,CA,desktop,,,true,/,
2021-01-24T18:00:00.000Z,CA,desktop,,,true,/,
2021-01-24T18:00:00.000Z,CA,desktop,,,true,/,
2021-01-24T18:00:00.000Z,NL,mobile,,10,false,/,
2021-01-24T18:00:00.000Z,NL,mobile,,,true,/,
2021-01-24T18:00:00.000Z,NL,mobile,,,true,/,
2021-01-24T18:00:00.000Z,NL,mobile,,12,false,/,
2021-01-24T18:00:00.000Z,CA,desktop,,,true,/,
2021-01-24T18:00:00.000Z,CA,desktop,,,true,/,
2021-01-24T18:00:00.000Z,NL,mobile,,10,true,/,
2021-01-24T18:00:00.000Z,NL,mobile,,10,false,/,
2021-01-24T18:00:00.000Z,NL,mobile,,10,false,/,
2021-01-24T19:00:00.000Z,NL,desktop,,7,true,/,
2021-01-24T19:00:00.000Z,NL,desktop,,7,false,/,
2021-01-24T19:00:00.000Z,NL,desktop,,7,false,/,
2021-01-24T19:00:00.000Z,CA,desktop,,,true,/,
2021-01-24T19:00:00.000Z,NL,mobile,,,false,/,
2021-01-24T19:00:00.000Z,NL,mobile,,,false,/,
2021-01-24T19:00:00.000Z,NL,mobile,,,false,/,
2021-01-24T19:00:00.000Z,NL,mobile,,,true,/,
2021-01-24T19:00:00.000Z,NL,mobile,,,false,/,
2021-01-24T19:00:00.000Z,NL,desktop,,7,false,/,
2021-01-24T19:00:00.000Z,NL,desktop,,7,false,/,
2021-01-24T19:00:00.000Z,CA,desktop,,,true,/,
2021-01-24T19:00:00.000Z,CA,desktop,,,true,/,
2021-01-24T19:00:00.000Z,CA,desktop,,,true,/,
2021-01-24T19:00:00.000Z,NL,mobile,,,true,/,
2021-01-24T19:00:00.000Z,NL,desktop,,,true,/,
2021-01-24T19:00:00.000Z,NL,desktop,,7,true,/,
2021-01-24T19:00:00.000Z,NL,desktop,,7,false,/,
2021-01-24T19:00:00.000Z,NL,desktop,,7,false,/,
2021-01-24T19:00:00.000Z,NL,desktop,,7,false,/,
2021-01-24T19:00:00.000Z,CA,desktop,,,true,/,
2021-01-24T19:00:00.000Z,CA,desktop,,,true,/,
2021-01-24T19:00:00.000Z,NL,mobile,,,true,/,
2021-01-24T19:00:00.000Z,NL,mobile,,,true,/,
2021-01-24T19:00:00.000Z,NL,mobile,,,false,/,
2021-01-24T20:00:00.000Z,NL,mobile,,,false,/,
2021-01-24T20:00:00.000Z,NL,desktop,,3,false,/,
2021-01-24T20:00:00.000Z,NL,mobile,,,true,/,
2021-01-24T20:00:00.000Z,NL,mobile,,,true,/,
2021-01-24T20:00:00.000Z,NL,desktop,,3,true,/,
2021-01-24T20:00:00.000Z,NL,mobile,,,true,/,
2021-01-24T20:00:00.000Z,NL,mobile,,,true,/,
2021-01-24T20:00:00.000Z,NL,mobile,,,false,/,
2021-01-24T20:00:00.000Z,NL,desktop,,3,false,/,
2021-01-24T21:00:00.000Z,NL,mobile,,,true,/,
2021-01-25T05:00:00.000Z,NL,mobile,,,true,/,
2021-01-25T06:00:00.000Z,NL,desktop,,,true,/,
2021-01-25T06:00:00.000Z,SE,mobile,,,true,/,
2021-01-25T06:00:00.000Z,SE,mobile,,,true,/,
2021-01-25T07:00:00.000Z,NL,desktop,,1,true,/,
2021-01-25T07:00:00.000Z,NL,mobile,,4,true,/,
2021-01-25T07:00:00.000Z,NL,mobile,,4,false,/,
2021-01-25T07:00:00.000Z,NL,mobile,,,true,/,
2021-01-25T07:00:00.000Z,NL,desktop,,1,true,/,
2021-01-25T07:00:00.000Z,NL,desktop,,1,true,/,
2021-01-25T07:00:00.000Z,NL,desktop,,1,false,/,
2021-01-25T07:00:00.000Z,NL,desktop,,1,false,/,
2021-01-25T07:00:00.000Z,NL,mobile,,4,true,/,
2021-01-25T07:00:00.000Z,NL,mobile,,4,false,/,
2021-01-25T07:00:00.000Z,NL,desktop,,,true,/,
2021-01-25T07:00:00.000Z,NL,desktop,,1,true,/,
2021-01-25T07:00:00.000Z,BE,mobile,,,true,/,
2021-01-25T07:00:00.000Z,NL,mobile,,,true,/,
2021-01-25T08:00:00.000Z,NL,desktop,,,true,/,
2021-01-25T08:00:00.000Z,NL,desktop,,,true,/,
2021-01-25T08:00:00.000Z,NL,mobile,,,true,/,
2021-01-25T08:00:00.000Z,NL,mobile,,,false,/,
2021-01-25T09:00:00.000Z,NL,desktop,,7,true,/,
2021-01-25T09:00:00.000Z,NL,mobile,,,true,/,
2021-01-25T09:00:00.000Z,NL,mobile,,,true,/,
2021-01-25T09:00:00.000Z,NL,mobile,,,true,/,
2021-01-25T09:00:00.000Z,NL,desktop,,7,true,/,
2021-01-25T09:00:00.000Z,NL,desktop,,7,false,/,
2021-01-25T09:00:00.000Z,NL,desktop,,7,false,/,
2021-01-25T10:00:00.000Z,NL,desktop,,268,true,/,
2021-01-25T10:00:00.000Z,NL,mobile,,,true,/,
2021-01-25T10:00:00.000Z,NL,mobile,,,true,/,
2021-01-25T10:00:00.000Z,NL,mobile,,,true,/,
2021-01-25T10:00:00.000Z,NL,desktop,,,true,/,
2021-01-25T10:00:00.000Z,NL,desktop,,268,true,/,
2021-01-25T10:00:00.000Z,NL,desktop,,268,true,/,
2021-01-25T10:00:00.000Z,NL,desktop,,,true,/,
2021-01-25T10:00:00.000Z,NL,mobile,,,true,/,
2021-01-25T10:00:00.000Z,NL,mobile,,,true,/,
2021-01-25T11:00:00.000Z,NL,desktop,,3,false,/,
2021-01-25T11:00:00.000Z,NL,desktop,,3,false,/,
2021-01-25T11:00:00.000Z,NL,desktop,,3,true,/,
2021-01-25T11:00:00.000Z,NL,desktop,,3,false,/,
2021-01-25T11:00:00.000Z,NL,desktop,,3,false,/,
2021-01-25T12:00:00.000Z,NL,mobile,,,true,/,
2021-01-25T12:00:00.000Z,NL,desktop,,5,true,/,
2021-01-25T12:00:00.000Z,NL,desktop,,5,false,/,
2021-01-25T13:00:00.000Z,NL,desktop,,4,true,/,
2021-01-25T13:00:00.000Z,NL,desktop,,,true,/,
2021-01-25T13:00:00.000Z,US,desktop,,,true,/,
2021-01-25T13:00:00.000Z,NL,mobile,,,true,/,
2021-01-25T13:00:00.000Z,NL,desktop,,4,false,/,
2021-01-25T13:00:00.000Z,BE,desktop,,,true,/,
2021-01-25T14:00:00.000Z,NL,desktop,,,true,/,
2021-01-25T14:00:00.000Z,BE,mobile,,,true,/,
2021-01-25T14:00:00.000Z,NL,mobile,,,true,/,
2021-01-25T14:00:00.000Z,NL,desktop,,,true,/,
2021-01-25T14:00:00.000Z,NL,desktop,,,false,/,
2021-01-25T14:00:00.000Z,NL,desktop,,,false,/,
2021-01-25T15:00:00.000Z,NL,desktop,,2,false,/,
2021-01-25T15:00:00.000Z,DE,desktop,,,true,/,
2021-01-25T15:00:00.000Z,NL,mobile,,,true,/,
2021-01-25T15:00:00.000Z,NL,desktop,,2,true,/,
2021-01-25T15:00:00.000Z,NL,desktop,,2,true,/,
2021-01-25T15:00:00.000Z,DE,desktop,,,true,/,
2021-01-25T15:00:00.000Z,US,desktop,,2,false,/,
2021-01-25T15:00:00.000Z,US,desktop,,2,true,/,
2021-01-25T15:00:00.000Z,NL,desktop,,,true,/,
2021-01-25T15:00:00.000Z,NL,mobile,,,true,/,
2021-01-25T16:00:00.000Z,NL,desktop,,8,true,/,
2021-01-25T16:00:00.000Z,NL,desktop,,8,false,/,
2021-01-25T16:00:00.000Z,NL,desktop,,8,false,/,
2021-01-25T17:00:00.000Z,NL,desktop,,,true,/,
2021-01-25T18:00:00.000Z,US,desktop,,,true,/,
2021-01-25T18:00:00.000Z,NL,mobile,,,true,/,
2021-01-25T18:00:00.000Z,NL,desktop,,,true,/,
2021-01-25T19:00:00.000Z,NL,mobile,,,true,/,
2021-01-25T19:00:00.000Z,NL,mobile,,,true,/,
2021-01-25T19:00:00.000Z,NL,mobile,,,true,/,
2021-01-25T20:00:00.000Z,NL,mobile,,19,false,/,
2021-01-25T20:00:00.000Z,NL,mobile,,8,true,/,
2021-01-25T20:00:00.000Z,NL,mobile,,8,false,/,
2021-01-25T20:00:00.000Z,NL,mobile,,19,true,/,
2021-01-25T20:00:00.000Z,NL,mobile,,19,false,/,
2021-01-25T20:00:00.000Z,NL,mobile,,,true,/,
2021-01-25T20:00:00.000Z,NL,mobile,,8,false,/,
2021-01-25T20:00:00.000Z,US,desktop,,,true,/,
2021-01-25T21:00:00.000Z,NL,mobile,,,true,/,
2021-01-25T21:00:00.000Z,NL,mobile,,,true,/,
2021-01-25T22:00:00.000Z,NL,mobile,,7,true,/,
2021-01-25T22:00:00.000Z,NL,mobile,,7,true,/,
2021-01-25T22:00:00.000Z,NL,mobile,,7,false,/,
2021-01-26T03:00:00.000Z,NL,mobile,,,true,/,
2021-01-26T05:00:00.000Z,NL,mobile,,,true,/,
2021-01-26T06:00:00.000Z,NL,desktop,,,true,/,
2021-01-26T07:00:00.000Z,NL,desktop,,11,true,/,
2021-01-26T07:00:00.000Z,NL,desktop,,11,false,/,
2021-01-26T07:00:00.000Z,NL,desktop,,11,false,/,
2021-01-26T07:00:00.000Z,NL,desktop,,11,false,/,
2021-01-26T07:00:00.000Z,NL,desktop,,11,false,/,
2021-01-26T07:00:00.000Z,NL,mobile,,,true,/,
2021-01-26T07:00:00.000Z,NL,mobile,,,true,/,
2021-01-26T07:00:00.000Z,NL,desktop,,11,false,/,
2021-01-26T07:00:00.000Z,NL,desktop,,11,false,/,
2021-01-26T07:00:00.000Z,NL,mobile,,,true,/,
2021-01-26T08:00:00.000Z,NL,mobile,,18,false,/,
2021-01-26T08:00:00.000Z,NL,mobile,,18,false,/,
2021-01-26T08:00:00.000Z,NL,desktop,,,true,/,
2021-01-26T08:00:00.000Z,NL,mobile,,18,true,/,
2021-01-26T08:00:00.000Z,NL,mobile,,18,false,/,
2021-01-26T08:00:00.000Z,NL,mobile,,,true,/,
2021-01-26T08:00:00.000Z,NL,mobile,,,false,/,
2021-01-26T09:00:00.000Z,NL,desktop,,8,false,/,
2021-01-26T09:00:00.000Z,NL,desktop,,8,false,/,
2021-01-26T09:00:00.000Z,NL,desktop,,8,false,/,
2021-01-26T09:00:00.000Z,NL,desktop,,8,false,/,
2021-01-26T09:00:00.000Z,NL,desktop,,8,false,/,
2021-01-26T09:00:00.000Z,NL,desktop,,,true,/,
2021-01-26T09:00:00.000Z,NL,desktop,,8,true,/,
2021-01-26T10:00:00.000Z,NL,desktop,,,true,/,
2021-01-26T10:00:00.000Z,NL,mobile,,,true,/,
2021-01-26T10:00:00.000Z,NL,mobile,,,true,/,
2021-01-26T11:00:00.000Z,NL,desktop,,,true,/,
2021-01-26T11:00:00.000Z,NL,mobile,,,true,/,
2021-01-26T11:00:00.000Z,NL,desktop,,,true,/,
2021-01-26T12:00:00.000Z,NL,desktop,,,true,/,
2021-01-26T12:00:00.000Z,NL,desktop,,,true,/,
2021-01-26T12:00:00.000Z,NL,mobile,,,true,/,
2021-01-26T12:00:00.000Z,NL,desktop,,,true,/,
2021-01-26T13:00:00.000Z,NL,desktop,,,true,/,
2021-01-26T13:00:00.000Z,NL,mobile,,,true,/,
2021-01-26T14:00:00.000Z,NL,desktop,,3,false,/,
2021-01-26T14:00:00.000Z,NL,desktop,,3,true,/,
2021-01-26T14:00:00.000Z,NL,desktop,,3,false,/,
2021-01-26T14:00:00.000Z,NL,desktop,,3,false,/,
2021-01-26T15:00:00.000Z,NL,desktop,,2,false,/,
2021-01-26T15:00:00.000Z,NL,desktop,,2,true,/,
2021-01-26T15:00:00.000Z,NL,mobile,,14,true,/,
2021-01-26T15:00:00.000Z,NL,mobile,,14,false,/,
2021-01-26T16:00:00.000Z,NL,desktop,,,true,/,
2021-01-26T17:00:00.000Z,NL,desktop,,,true,/,
2021-01-26T17:00:00.000Z,NL,mobile,,,true,/,
2021-01-26T18:00:00.000Z,NL,mobile,,,true,/,
2021-01-26T18:00:00.000Z,NL,desktop,,,true,/,
2021-01-26T18:00:00.000Z,NL,desktop,,,false,/,
2021-01-26T18:00:00.000Z,NL,desktop,,,false,/,
2021-01-26T18:00:00.000Z,NL,desktop,,,true,/,
2021-01-26T18:00:00.000Z,NL,desktop,,,false,/,
2021-01-26T18:00:00.000Z,NL,desktop,,,false,/,
2021-01-26T19:00:00.000Z,NL,desktop,,,false,/,
2021-01-26T19:00:00.000Z,NL,mobile,,,true,/,
2021-01-26T19:00:00.000Z,NL,desktop,,,true,/,
2021-01-26T19:00:00.000Z,NL,desktop,,,true,/,
2021-01-26T19:00:00.000Z,NL,desktop,,,false,/,
2021-01-26T19:00:00.000Z,NL,mobile,,,true,/,
2021-01-26T19:00:00.000Z,NL,desktop,,,false,/,
2021-01-26T20:00:00.000Z,NL,mobile,,7,false,/,
